Time [ms];X;Y;Z;W;P;R;J1;J2;J3;J4;J5;J6;
 360; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 368; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 376; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 384; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 392; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 400; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 408; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 416; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 424; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 440; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 448; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 456; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 464; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 472; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 480; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 488; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 496; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 504; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 512; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 520; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 528; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 536; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 544; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 552; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 568; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 576; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 584; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 592; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 600; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 608; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 616; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 624; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 632; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 640; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 648; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 656; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 664; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 672; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 680; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 696; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 704; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 712; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 720; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 728; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 736; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 744; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 752; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 760; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 768; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 776; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 784; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 792; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 800; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 808; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 824; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 832; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 840; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 848; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 856; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 864; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 872; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 880; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 888; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 896; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 904; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 912; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 920; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 928; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 936; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 952; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 960; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 968; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 976; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 984; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 992; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1000; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1008; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1016; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1024; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1032; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1040; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1048; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1056; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1064; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1080; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1088; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1096; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1104; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1112; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1120; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1128; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1136; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1144; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1152; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1160; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1168; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1176; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1184; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1192; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1208; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1216; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1224; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1232; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1240; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1248; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1256; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1264; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1272; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1280; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1288; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1296; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1304; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1312; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1320; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1336; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1344; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1352; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1360; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1368; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1376; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1384; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1392; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1400; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1408; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1416; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1424; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1432; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1440; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1448; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1464; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1472; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1480; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1488; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1496; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1504; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1512; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1520; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1528; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1536; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1544; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1552; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1560; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1568; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1576; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1592; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1600; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1608; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1616; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1624; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1632; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1640; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1648; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1656; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1664; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1672; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1680; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1688; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1696; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1704; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1720; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1728; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1736; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1744; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1752; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1760; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1768; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1776; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1784; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1792; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
 1800; 1080.711; 0.000; 869.289; -180.000; -45.000; 0.000; 0.000; 0.000; 0.000; 0.000; -45.000; 0.000;
